introgression_tract,Sdro,Sfra,Spal,Hpul,Overlapping Gene,Gene Name,Gene Length,Overlapping Bases,Percent Introgressed,Gene Coordinates,ECB Gene ID,Gene Synonyms,Curation Status,Gene Info,Echinobase GO,Echinobase KO,Tu GO
NW-022145607.1:30820754-30820927,26.99,33.02,19.74,24.61,LOC100888119,TPR repeat-containing protein DDB_G0287407,24655,173,0.7016832285540459,NW_022145607.1:30798107-30822762,ECB-GENEPAGE-23127957,Sp-Tep1L|SPU_013785|telomerase-associated protein 1-like|LOC110974497,partially curated,n/a,n/a,n/a,n/a
NW-022145613.1:36969204-36969377,37.57,48.47,21.64,38.03,LOC579112,zinc finger protein 90-like 2,11020,173,1.5698729582577133,NW_022145613.1:36959628-36970648,ECB-GENEPAGE-23180212,Sp-Z90_1|SPU_014696|Sp-Z90|SPU_011720|zinc finger protein 90|LOC579112,partially curated,n/a,n/a,n/a,"ZNF,ZNF,ZNF|ZNF,ZNF,ZNF"
NW-022145607.1:37162126-37162179,83.94,40.91,18.49,94.75,LOC100888923,inhibitor of Bruton tyrosine kinase,29207,53,0.1814633478275756,NW_022145607.1:37153130-37182337,ECB-GENEPAGE-23129342,Sp-Ibtk|SPU_008282|inhibitor of Bruton agammaglobulinemia tyrosine kinase|LOC100888923|LOC110978829,curated,n/a,n/a,n/a,n/a
NW-022145612.1:48526756-48526928,75.02,61.9,18.27,94.16,LOC580943,structural maintenance of chromosomes 1A,28801,172,0.5972014860595118,NW_022145612.1:48507152-48535953,ECB-GENEPAGE-23168170,LOC580943|structural maintenance of chromosomes 1|Sp-Smc1|SMC1 structural maintenance of chromosomes 1-like 1|Sp-Smc1L1_1|SPU_026628|SPU_021629|structural maintenance of chromosomes protein 1A|LOC110974893,curated,n/a,n/a,n/a,"Oogenesis,Oogenesis,Oogenesis"
NW-022145594.1:24301151-24301286,60.76,43.41,14.92,69.55,LOC105444763,uncharacterized LOC105444763,3861,135,3.4965034965034967,NW_022145594.1:24300790-24304651,ECB-GENEPAGE-23030670,SPU_016629|Tm_5|SPU_002372|Sp-Nlr55|Sp-Clect/Egfl/Tm_5,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_Carbohydrate,Metabolism_Carbohydrate"
NW-022145603.1:30337326-30337495,35.8,42.84,16.19,41.21,LOC100889350,CD82 antigen,7957,169,2.123916048762096,NW_022145603.1:30336442-30344399,ECB-GENEPAGE-23097133,LOC110975503,partially curated,n/a,n/a,n/a,n/a
NW-022145613.1:16770142-16770311,30.33,26.34,9.3,25.07,LOC589897,missing,39874,169,0.42383508050358626,NW_022145613.1:16749091-16788965,ECB-GENEPAGE-23097133,LOC110975503,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:12377893-12378061,77.3,63.44,28.65,70.64,LOC100890719,stress response protein NST1,2935,168,5.724020442930153,NW_022145594.1:12377374-12380309,ECB-GENEPAGE-23029167,SPU_002242|Sp-Hypp_1380|hypothetical protein-1380,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:12972113-12972281,51.27,45.9,11.34,62.23,LOC576560,neurexin-4,46053,168,0.364797081623347,NW_022145598.1:12938572-12984625,ECB-GENEPAGE-23059306,Sp-LamG/Egff3|SPU_015404|Sp-LamG/Egff2|SPU_012138|LOC110982710,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:37014338-37014473,19.81,50.77,11.46,46.13,LOC575443,transcription factor 24-like,15388,135,0.8773069924616584,NW_022145598.1:36999711-37015099,ECB-GENEPAGE-23063750,Sp-Myor4|SPU_016445|Sp-Tcf23/24|transcription factor 23 and 24-like|OUT-like|LOC575443|LOC110980863,partially curated,n/a,n/a,n/a,"TF,TF_bHLH,TF_bHLH"
NW-022145605.1:16377575-16377743,70.1,74.64,16.83,82.18,LOC593440,carboxypeptidase D,40055,168,0.4194232929721633,NW_022145605.1:16351081-16391136,ECB-GENEPAGE-23108391,LOC593440|Sp-CbpdDL_3|SPU_019777|Sp-CbpdDL_2|SPU_017575|LOC110980715,curated,n/a,n/a,n/a,"Metalloprotease,Metalloprotease,Metalloprotease|Metalloprotease,Metalloprotease,Metalloprotease"
NW-022145612.1:7393547-7393552,47.4,69.2,21.6,67.6,LOC373234,myosin V,109378,5,0.004571303187112582,NW_022145612.1:7361343-7470721,ECB-GENEPAGE-23158012,Sp-MyosinV|Sp-MyV_2|Sp-MyV_1|Sp-My5|Sp-MyV|myosin V|SPU_000832|SPU_001160|SPU_003900|SPU_003902|SPU_003901|LOC110974492,partially curated,n/a,"GO:0003774,GO:0003779,GO:0005524,GO:0016459",KEGG:spu:373234,"Cytoskeleton,Cytoskeleton_Myosin,Cytoskeleton_Myosin|Cytoskeleton,Cytoskeleton_Myosin,Cytoskeleton_Myosin|Cytoskeleton,Cytoskeleton_Myosin,Cytoskeleton_Myosin"
NW-022145612.1:19848346-19848513,42.08,61.74,22.78,81.13,LOC100893749,uncharacterized LOC100893749,4051,34,0.8392989385336953,NW_022145612.1:19848479-19852530,ECB-GENEPAGE-23161566,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145613.1:10472781-10472841,14.77,31.48,12.53,42.98,LOC577113,solute carrier organic anion transporter family member 4C1,28412,60,0.2111783753343658,NW_022145613.1:10447978-10476390,ECB-GENEPAGE-23174528,Sp-Slco|hypothetical protein-1733|Sp-Hypp_1733| solute carrier organic anion transporter | Nipped-B homolog-like |SPU_007602|SPU_007603,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_SecondaryMetabolites,Metabolism_SecondaryMetabolites"
NW-022145609.1:29958339-29958461,90.2,91.66,12.66,23.8,LOC105438769,mucin-5AC-like,4446,122,2.744039586144849,NW_022145609.1:29956580-29961026,ECB-GENEPAGE-23136410,Sp-Cd163L|SPU_022544|CD163 molecule-like,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ReceptorGPCR,Adhesion_ReceptorGPCR"
NW-022145596.1:15099651-15099816,70.2,65.56,19.73,69.52,LOC754242,monocarboxylate transporter 9,20509,165,0.8045248427519626,NW_022145596.1:15097127-15117636,ECB-GENEPAGE-23046003,SPU_006654,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:33990122-33990287,46.12,58.07,21.64,57.76,LOC100892277,SMG7 nonsense mediated mRNA decay factor,28753,165,0.5738531631481932,NW_022145610.1:33980385-34009138,ECB-GENEPAGE-23145182,LOC100892277|nonsense mediated mRNA decay factor|Smg-7 homolog|Sp-Smg7|SPU_016035|protein SMG7|LOC110987664,curated,n/a,n/a,n/a,n/a
NW-022145612.1:23339042-23339207,29.7,48.63,13.27,54.88,LOC577145,amidase,20847,165,0.7914807886026767,NW_022145612.1:23335344-23356191,ECB-GENEPAGE-23162491,Sp-AmidL_1|SPU_005666,partially curated,n/a,GO:0003824,KEGG:spu:577145,n/a
NW-022145614.1:7615723-7615888,67.01,73.5,17.56,59.02,LOC580215,mitochondrial calcium uniporter regulator 1,6872,165,2.40104772991851,NW_022145614.1:7610693-7617565,ECB-GENEPAGE-23182904,Sp-Ccdc90a|SPU_013724|coiled-coil domain containing 90A|C6orf79|LOC110982159,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:35764285-35764369,31.44,57.49,15.29,60.68,LOC584034,argininosuccinate synthase 1,31201,84,0.26922214031601555,NW_022145610.1:35749652-35780853,ECB-GENEPAGE-23145543,LOC584034|Argininosuccinate synthase|Sp-Ass|Citrulline--aspartate ligase|SPU_009106|SPU_004769|LOC110981564,curated,n/a,n/a,n/a,"Metabolism,Metabolism_AminoAcid,Metabolism_AminoAcid"
NW-022145614.1:19092194-19092309,28.24,36.71,53.0,40.54,LOC591898,15-hydroxyprostaglandin dehydrogenase,14051,115,0.8184470856166821,NW_022145614.1:19084858-19098909,ECB-GENEPAGE-23185346,Sp-Hpgd|SPU_019356|PGDH|Prostaglandin dehydrogenase 1|15-hydroxyprostaglandin dehydrogenase|LOC591898|15-hydroxyprostaglandin dehydrogenase [NAD(+)],curated,n/a,GO:0016491,n/a,n/a
NW-022145598.1:16298353-16298515,10.03,28.8,11.49,31.65,LOC575085,uncharacterized LOC575085,3171,162,5.10879848628193,NW_022145598.1:16295792-16298963,ECB-GENEPAGE-23059983,Sp-Pcs|SPU_022493|Phytochelatin synthase,partially curated,n/a,n/a,KEGG:spu:575085,"Defensome,Defensome_MetalDetoxification,Defensome_MetalDetoxification"
NW-022145603.1:17908437-17908599,43.07,64.01,36.72,39.17,LOC764345,uncharacterized LOC764345,17886,162,0.9057363300905736,NW_022145603.1:17893606-17911492,ECB-GENEPAGE-23094766,Sp-Sarmr13|SPU_008302|Sp-Sarm-related 13,partially curated,n/a,GO:0007165,n/a,"Immunity,Immunity_Signal,Immunity_Signal"
NW-022145610.1:27490175-27490297,61.49,32.63,39.47,24.01,LOC105438652,uncharacterized LOC105438652,18975,122,0.6429512516469038,NW_022145610.1:27476380-27495355,ECB-GENEPAGE-23144003,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145603.1:4403058-4403219,26.08,28.52,9.29,25.48,LOC100891045,GRIP and coiled-coil domain containing 1,37066,161,0.43436033022176657,NW_022145603.1:4367381-4404447,ECB-GENEPAGE-23092500,golgi coiled coil 1|Sp-Gcc1|Sp-Zc3p26| zinc finger (CCHC)-26|SPU_003055|SPU_008518|SPU_022621|LOC100891045|GRIP and coiled-coil domain-containing protein 1|LOC110975585,curated,n/a,n/a,n/a,n/a
NW-022145607.1:3214720-3214739,51.53,23.0,15.63,58.37,LOC581836,uncharacterized LOC581836,8086,19,0.23497402918624785,NW_022145607.1:3213095-3221181,ECB-GENEPAGE-23122840,Sp-Hypp_1392|SPU_002395|hypothetical protein-1392,partially curated,n/a,GO:0016020,KEGG:spu:581836,n/a
NW-022145594.1:30843708-30843867,24.18,58.92,84.65,38.24,LOC105440660,uncharacterized LOC105440660,31815,159,0.4997642621404998,NW_022145594.1:30816914-30848729,ECB-GENEPAGE-23031916,SPU_028483|Sp-Nlr80|SPU_006456|Sp-Nlr161|NACHT and LRR containing protein|SPU_026638,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorNLR,Immunity_ReceptorNLR|Immunity,Immunity_ReceptorNLR,Immunity_ReceptorNLR"
NW-022145612.1:50821993-50822152,22.77,93.77,32.99,24.09,LOC584857,"folylpolyglutamate synthase, mitochondrial",15976,159,0.9952428642964447,NW_022145612.1:50807132-50823108,ECB-GENEPAGE-23168663,Sp-Fpgs_3|SPU_016587|Folylpolyglutamate synthase,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_Coenzyme,Metabolism_Coenzyme"
NW-022145612.1:21729148-21729152,12.5,46.0,17.0,50.0,LOC579051,"RAD52 homolog, DNA repair protein",11792,4,0.033921302578018994,NW_022145612.1:21724148-21735940,ECB-GENEPAGE-23162101,RAD52 homolog-like |Sp-Rad52L|DNA repair protein RAD52|Sp-Rad52|LOC579051|DNA repair and recombination protein rhm52|SPU_006081|SPU_003050|LOC110974190,curated,n/a,n/a,n/a,n/a
NW-022145598.1:7696246-7696340,5.14,34.26,7.9,43.27,LOC105447429,uncharacterized LOC105447429,136373,94,0.06892860023611712,NW_022145598.1:7560194-7696567,ECB-GENEPAGE-23058244,Sp-Fn3_7|SPU_021262|Sp-Lh2/Fn3|SPU_009018|Sp-Rp1|SPU_028894|retinitis pigmentosa (autosomal dominant)|retinitis pigmentosa RP1 protein|Sp-Loxhd1_2|SPU_028895|lipoxygenase homology domains 1-2|LOC110978685,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ReceptorIgFN3,Adhesion_ReceptorIgFN3|Adhesion,Adhesion_ReceptorIgFN3,Adhesion_ReceptorIgFN3"
NW-022145602.1:6022863-6023019,45.31,33.91,14.35,45.6,LOC588000,monocarboxylate transporter 9,32140,156,0.48537647790914745,NW_022145602.1:6022729-6054869,ECB-GENEPAGE-23088129,Sp-Slc16a9L_2| solute carrier family 16 (monocarboxylic acid transporters) member 9-like-2|SPU_010907,partially curated,n/a,n/a,n/a,n/a
NW-022145602.1:7402723-7402879,14.2,24.6,7.22,26.82,LOC100890869,four-jointed box kinase 1,17474,156,0.8927549502117431,NW_022145602.1:7386273-7403747,ECB-GENEPAGE-23088419,four-jointed box protein 1|LOC100890869|Sp-Fjx1|SPU_009250|four jointed box 1|LOC110991055,curated,n/a,n/a,KEGG:spu:100890869,n/a
NW-022145613.1:25801511-25801667,53.99,71.04,21.75,48.97,LOC585380,solute carrier organic anion transporter family member 4A1,72710,156,0.21455095585201484,NW_022145613.1:25790121-25862831,ECB-GENEPAGE-23177926,"Sp-Slco4a1L|SPU_009342|solute carrier organic anion transporter family|member 4a1-like; organic anion transporter E-like|Sp-Slco4a1_3|SPU_016383|Solute carrier family 21 member 12|Sodium-independent organic anion transporter E|Organic anion transporting polypeptide E|OATP-E|Colon organic aniontransporter|Organic anion transporter polypeptide-related protein 1|OATP-RP1|OATPRP1|POAT|Solute carrier organic anion transporter family member 4A1|solute carrier organic anion transporter family, member 4a1-like|organic anion transporter E-like",partially curated,n/a,n/a,n/a,"Defensome,Defensome_TransporterIon,Defensome_TransporterIon|Metabolism,Metabolism_SecondaryMetabolites,Metabolism_SecondaryMetabolites"
NW-022145605.1:38205034-38205189,9.67,32.5,8.04,19.68,LOC589120,dehydrogenase/reductase 13,8771,155,1.7671873218561167,NW_022145605.1:38196615-38205386,ECB-GENEPAGE-23113387,LOC589120|Sp-Rdh12_2|SPU_006860|retinol dehydrogenase 12_2|Retinol dehydrogenase 12|LOC110976585,curated,n/a,GO:0016020,KEGG:spu:589120,"Metabolism,Metabolism_SecondaryMetabolites,Metabolism_SecondaryMetabolites"
NW-022145610.1:25884519-25884674,22.9,46.41,20.47,33.07,LOC579993,TBC1 domain family member 13,11076,155,1.3994221740700614,NW_022145610.1:25876344-25887420,ECB-GENEPAGE-23143703,"LOC579993|Sp-Tbc1d13| TBC1 domain family, member 13|SPU_018952|TBC1 domain family member 13-like|LOC110975819",curated,n/a,n/a,n/a,n/a
NW-022145599.1:700770-700924,35.7,32.85,15.55,47.68,LOC100892218,polycomb group protein Pc,33949,154,0.4536216088839141,NW_022145599.1:693703-727652,ECB-GENEPAGE-23063989,SPU_027007,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:31803830-31803984,86.28,93.18,48.81,87.22,LOC100890193,sterile alpha motif domain-containing protein 9-like,15738,154,0.9785233193544287,NW_022145607.1:31792453-31808191,ECB-GENEPAGE-23128097,Sp-Samd9lL|SPU_011615|sterile alpha motif domain containing 9-like-like|Sp-Samd9L_2|SPU_001324|sterile alpha motif domain containing 9-like-2|Sp-Samd9L_7|SPU_011614|sterile alpha motif domain containing 9-like-7,partially curated,n/a,n/a,n/a,n/a
NW-022145613.1:24674389-24674543,52.99,53.31,15.58,59.15,LOC577116,cytochrome P450 2U1,7261,154,2.120919983473351,NW_022145613.1:24672468-24679729,ECB-GENEPAGE-23177698,SPU_015245|Sp-Cyp2L45|SPU_020754|Cytochrome P450 Family 2 like|CYP2,partially curated,n/a,n/a,KEGG:spu:577116,"Metabolism,Metabolism_SecondaryMetabolites,Metabolism_SecondaryMetabolites"
NW-022145603.1:4500824-4500954,30.38,48.98,29.12,43.23,LOC105443977,adhesion G-protein coupled receptor G4-like,14396,130,0.9030286190608503,NW_022145603.1:4494272-4508668,ECB-GENEPAGE-23092522,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145604.1:10846218-10846369,48.07,59.81,9.77,66.49,LOC585436,leucine carboxyl methyltransferase 2,12013,151,1.2569716140847416,NW_022145604.1:10836230-10848243,ECB-GENEPAGE-23100384,LOC585436|Sp-Lcmt2|SPU_005361|leucine carboxyl methyltransferase 2|Sp-Lcmt2_1|SPU_014267|leucine carboxyl methyltransferase 2-1|tRNA wybutosine-synthesizing protein 4|LOC110989265,curated,n/a,n/a,n/a,n/a
NW-022145607.1:35839650-35839801,54.26,75.91,28.14,47.34,LOC100891000,missing,12372,151,1.2204978984804398,NW_022145607.1:35833120-35845492,ECB-GENEPAGE-23100384,LOC585436|Sp-Lcmt2|SPU_005361|leucine carboxyl methyltransferase 2|Sp-Lcmt2_1|SPU_014267|leucine carboxyl methyltransferase 2-1|tRNA wybutosine-synthesizing protein 4|LOC110989265,curated,n/a,n/a,n/a,n/a
NW-022145603.1:15245942-15246092,16.75,28.12,7.78,34.61,LOC762443,developing brain homeobox 1,14989,150,1.0007338715057708,NW_022145603.1:15233721-15248710,ECB-GENEPAGE-23094317,Sp-Dbx|SPU_030153|developing brain homeobox|Sp-DBX1|LOC762443|LOC110977963,curated,n/a,"GO:0000981,GO:0003677,GO:0005634",n/a,"TF,TF_Homeo,TF_Homeo"
NW-022145614.1:3622113-3622261,43.13,53.3,18.81,47.17,LOC585330,OXA1L mitochondrial inner membrane protein,9093,148,1.6276256461013965,NW_022145614.1:3615649-3624742,ECB-GENEPAGE-23181945,LOC585330|mitochondrial inner membrane protein OXA1L|Sp-Oxa1l_1|SPU_021482|oxidase assembly 1-like-1|Sp-Oxa1L|SPU_005218|oxidase assembly 1-like|LOC110975724,curated,n/a,n/a,n/a,n/a
NW-022145596.1:28363661-28363706,41.53,29.38,18.47,75.47,LOC582848,uncharacterized LOC582848,15087,45,0.2982700338039372,NW_022145596.1:28358451-28373538,ECB-GENEPAGE-23048478,SPU_013115|Sp-Hypp_703|SPU_019180|hypothetical protein-703|cyclic nucleotide-binding domain containing protein,partially curated,n/a,n/a,n/a,n/a
NW-022145603.1:8457121-8457267,28.41,12.63,17.17,21.78,LOC577326,cleavage and polyadenylation specificity factor subunit 6,39101,146,0.37339198485972225,NW_022145603.1:8451508-8490609,ECB-GENEPAGE-23093163,Sp-Cpsf6L|SPU_015736|cleavage and polyadenylation specific factor 6|LOC110975391,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:31606442-31606459,90.53,52.41,12.82,87.59,LOC583804,"protein still life, isoforms C/SIF type 2",51380,17,0.03308680420397042,NW_022145607.1:31595989-31647369,ECB-GENEPAGE-23128066,Sp-Tiam2|SPU_011527|T lymphoma invasion and metastasis inducing protein 2|Sp-Tiam2_1|SPU_025443|LOC110974361,partially curated,n/a,n/a,n/a,"GTPase,GTPase_RhoRegulator,GTPase_RhoRegulator_RhoGEFDH|GTPase,GTPase_RhoRegulator,GTPase_RhoRegulator_RhoGEFDH"
NW-022145609.1:21934031-21934177,52.21,51.75,23.26,64.97,LOC575625,uncharacterized LOC575625,35063,146,0.41639334911445114,NW_022145609.1:21911247-21946310,ECB-GENEPAGE-23134629,Sp-Sara|SPU_014763|smad anchor for receptor activation|LOC110978509,partially curated,n/a,GO:0046872,n/a,"Signaling,Signaling_TGFB,Signaling_TGFB_SmadInteract"
NW-022145602.1:7672416-7672560,85.86,51.14,12.49,77.08,LOC764918,muscarinic acetylcholine receptor M5-like,1164,123,10.56701030927835,NW_022145602.1:7672437-7673601,ECB-GENEPAGE-23088508,Sp-Hrh3|SPU_001914|histamine receptor H3,partially curated,n/a,n/a,KEGG:spu:764918,"GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All"
NW-022145603.1:23548004-23548148,71.85,73.51,99.24,85.01,LOC115925241,ankyrin repeat domain-containing protein 50-like,22784,144,0.6320224719101123,NW_022145603.1:23528583-23551367,ECB-GENEPAGE-23095877,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:29067059-29067150,19.4,43.21,10.25,34.21,LOC582266,protein pygopus-like,7146,91,1.2734396865379234,NW_022145612.1:29065931-29073077,ECB-GENEPAGE-23164005,SPU_004842|Sp-HlfL|SPU_004843|hepatic leukemia factor-like|CG7786 homolog,partially curated,n/a,"GO:0003700,GO:0005634,GO:0006357",n/a,n/a
NW-022145613.1:29347989-29348133,50.58,35.83,20.56,68.06,LOC587077,Bardet-Biedl syndrome 9,18372,144,0.7838014369693012,NW_022145613.1:29337960-29356332,ECB-GENEPAGE-23178742,LOC587077|SPU_022615|Sp-Bbs9|SPU_000493|Bardet-Biedl syndrome 9 protein|parathyroid hormone-responsive B1|protein PTHB1|LOC110991129,curated,n/a,n/a,n/a,n/a
NW-022145594.1:33383731-33383874,46.57,41.37,20.52,38.71,LOC105445314,uncharacterized LOC105445314,2959,40,1.3518080432578574,NW_022145594.1:33380812-33383771,ECB-GENEPAGE-23032424,SPU_002309|Sp-Z36,partially curated,n/a,n/a,n/a,"ZNF,ZNF,ZNF"
NW-022145596.1:12356338-12356342,78.5,67.75,16.5,95.5,LOC579397,extracellular matrix protein 3,42410,4,0.009431737797689225,NW_022145596.1:12348746-12391156,ECB-GENEPAGE-23045325,embryonic blastocoelar extracellular matrix protein-2|Sp-Frem2_2|embryonic blastocoelar extracellular matrix protein precursor|Fras1 related extracellular matrix protein 2-1|Sp-Frem2_1|Fras1 related extracellular matrix protein 2|Sp-Frem2|SPU_001796|SPU_018054|SPU_012031|Fras1 related extracellular matrix protein 2-2,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:26796713-26796856,24.17,39.35,13.85,47.28,LOC589116,tRNA selenocysteine 1-associated protein 1,14583,143,0.9805938421449633,NW_022145598.1:26787190-26801773,ECB-GENEPAGE-23061933,Sp-Trspap1|SPU_021631|TRNA selenocysteine associated protein 1,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:37042414-37042524,32.75,52.1,22.22,56.57,LOC593755,LTV1 ribosome biogenesis factor,17016,110,0.6464503996238834,NW_022145598.1:37026683-37043699,ECB-GENEPAGE-23063760,Sp-Ltv1|SPU_011744|LTV1 homolog|LOC593755|protein LTV1 homolog|LOC110979653,curated,n/a,n/a,n/a,n/a
NW-022145600.1:20292133-20292170,16.84,50.62,12.22,30.95,LOC762451,D(1) dopamine receptor,55601,37,0.06654556572723512,NW_022145600.1:20258263-20313864,ECB-GENEPAGE-23076284,Sp-Drd1_2|SPU_022683|Dopamine Receptor D1|LOC110973910,partially curated,n/a,n/a,n/a,"Nervous,Nervous_NeurotransmitterRelated,Nervous_NeurotransmitterRelated"
NW-022145607.1:30324654-30324665,8.73,21.45,15.64,20.55,LOC586167,ensconsin,100094,11,0.010989669710472156,NW_022145607.1:30283847-30383941,ECB-GENEPAGE-23127826,Sp-Hypp_1182|SPU_026557|hypothetical protein-1182|microtubule-associated protein 7-like|LOC110974375,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:11583174-11583196,42.32,32.36,25.5,35.27,LOC578280,uncharacterized LOC578280,47070,22,0.046738899511366054,NW_022145594.1:11537442-11584512,ECB-GENEPAGE-23028987,SPU_015714|Sp-Hypp_114|SPU_024915|Sp-Hypp_2590|SPU_021977|hypothetical protein-2590|Sp-Hypp_3094|SPU_003732|hypothetical protein-3094,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:26463999-26464139,31.58,23.95,11.7,24.97,LOC583454,"adaptor-related protein complex 3, mu 1 subunit-like",13025,140,1.0748560460652592,NW_022145610.1:26451265-26464290,ECB-GENEPAGE-23143836,"Sp-Ap3m1_1|clathrin-associated adaptor protein|adaptor-related protein complex 3, mu 1 subunit|Sp-Ap3m1| adaptor-related protein complex 3, mu 1 subunit-1|SPU_006765|SPU_019622|LOC110975841",partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:17601538-17601677,60.27,61.55,26.23,73.04,LOC100890665,orexin receptor type 1,25767,139,0.5394496837039625,NW_022145598.1:17584716-17610483,ECB-GENEPAGE-23060282,Sp-Orxn/HpcLr2|SPU_023223|Sp-orexin/hypocretin-like-receptor-2,partially curated,n/a,n/a,n/a,"Nervous,Nervous_NeuropeptideRelated,Nervous_NeuropeptideRelated"
NW-022145602.1:280868-280966,80.74,85.5,21.43,86.35,LOC576978,putative leucine-rich repeat-containing protein DDB_G0290503,24680,98,0.3970826580226904,NW_022145602.1:256628-281308,ECB-GENEPAGE-23086803,Sp-Tropmyh|SPU_015849|Sp-Hypp_2623|SPU_022654|hypothetical protein-2623|Sp-Hypp2623_1|Sp-Hypp2623,partially curated,n/a,n/a,n/a,"Signaling,Signaling_TGFB,Signaling_TGFB_Ligand"
NW-022145600.1:30986931-30987069,49.3,41.05,11.95,66.05,LOC585279,RING finger protein 44,17712,138,0.7791327913279132,NW_022145600.1:30978686-30996398,ECB-GENEPAGE-23078025,Sp-Rnf38_1|SPU_023906|ring finger protein 38-1|LOC110983076,partially curated,n/a,GO:0046872,n/a,n/a
NW-022145609.1:12357046-12357184,64.15,37.96,35.88,55.18,LOC115928490,E-selectin-like,1938,51,2.631578947368421,NW_022145609.1:12355159-12357097,ECB-GENEPAGE-23133056,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:47540269-47540406,88.65,84.42,20.41,65.56,LOC115927504,uncharacterized LOC115927504,7374,137,1.8578790344453484,NW_022145606.1:47536835-47544209,ECB-GENEPAGE-23121601,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:36819161-36819298,40.83,48.95,28.73,32.53,LOC100891987,5-hydroxytryptamine receptor 5A,16532,137,0.8286958625695621,NW_022145607.1:36815995-36832527,ECB-GENEPAGE-23129252,hypothetical protein-2315; opsin-like|Sp-Hypp_2315|SPU_017268|hypothetical protein-2315|opsin-like,partially curated,n/a,n/a,n/a,"GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All"
NW-022145598.1:36763888-36763896,26.0,42.62,13.5,53.62,LOC582503,mediator of DNA damage checkpoint protein 1,49617,8,0.016123506056391963,NW_022145598.1:36723778-36773395,ECB-GENEPAGE-23063679,Sp-Hypp_165|KIAA0170-like|Sp-Swift|SPU_027111|Sp-Hypp_1779|SPU_008342|hypothetical protein-1779|PR-domain protein 11-like|Sp-Hypp_1247|SPU_000261|hypothetical protein-1247|SPU_020167|hypothetical protein-165|mediator of DNA damage checkpoint 1-like|Sp-Mdc1L_1|mediator of DNA damage checkpoint 1-like (duplicate)|Sp-Mdc1L|LOC110985511,partially curated,n/a,n/a,n/a,"Signaling,Signaling_TGFB,Signaling_TGFB_SmadInteract"
NW-022145607.1:35973892-35974027,12.24,28.41,12.6,34.41,LOC592417,ribosomal protein S6 kinase alpha-2,58999,135,0.22881743758368786,NW_022145607.1:35965739-36024738,ECB-GENEPAGE-23129026,Sp-Rska2|SPU_020782|Ribosomal protein S6 kinase alpha 2|p90-RSK|MAPKAPK1C|mitogen activated protein kinase activated protein kinase 1C|Sp-Rsk2|SPU_014818|Sp-Rsk1|SPU_011714|SPU_026083|LOC110974875,partially curated,n/a,n/a,n/a,"Kinase,Kinase_AGC,Kinase_AGC|Kinase,Kinase_CAMK,Kinase_CAMK"
NW-022145594.1:23542778-23542912,60.75,35.19,24.19,76.26,LOC105437315,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2-like",34724,134,0.38590024190761435,NW_022145594.1:23527462-23562186,ECB-GENEPAGE-23030499,SPU_002756|Sp-St6galnac2|SPU_002600|leucine-zipper-like transcriptional regulator 1|Sp-Lztr1|SPU_008405|leucine-zipper-like transcription regulator 1,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_Carbohydrate,Metabolism_Carbohydrate"
NW-022145612.1:5137524-5137530,26.17,74.67,25.0,75.17,LOC105439627,uncharacterized LOC105439627,7833,6,0.07659900421294523,NW_022145612.1:5135061-5142894,ECB-GENEPAGE-23157478,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:17686902-17686998,41.73,57.21,18.4,67.41,LOC576757,ADP ribosylation factor GTPase activating protein 1,16100,96,0.5962732919254659,NW_022145598.1:17673255-17689355,ECB-GENEPAGE-23060301,SPU_023263|Sp-Arfgap1|SPU_023262|ADP-ribosylation factor GTPase activating protein 1|LOC576757|ADP-ribosylation factor GTPase-activating protein 1|LOC110979121,curated,n/a,n/a,n/a,n/a
