ECB-GENEPAGE-23009062	ECB-GENE-23009063	LOC105443448	KEGG:spu:105443448
ECB-GENEPAGE-23083209	ECB-GENE-23083210	LOC115917882	KEGG:spu:115917882
ECB-GENEPAGE-23083217	ECB-GENE-23083218	DD186	KEGG:spu:373218
ECB-GENEPAGE-23083320	ECB-GENE-23083321	LOC100887921	KEGG:spu:100887921
ECB-GENEPAGE-23083381	ECB-GENE-23083382	LOC578551	KEGG:spu:578551
ECB-GENEPAGE-23083564	ECB-GENE-23083565	znf729l	KEGG:spu:593151
ECB-GENEPAGE-23083723	ECB-GENE-23083724	icmt	KEGG:spu:590850
ECB-GENEPAGE-23083757	ECB-GENE-23083758	clec19a	KEGG:spu:373516
ECB-GENEPAGE-23083764	ECB-GENE-23083765	sco1	KEGG:spu:763450
ECB-GENEPAGE-23083774	ECB-GENE-23083775	LOC593216	KEGG:spu:593216
ECB-GENEPAGE-23083846	ECB-GENE-23083847	LOC588415	KEGG:spu:588415
ECB-GENEPAGE-23083989	ECB-GENE-23083990	LOC589602	KEGG:spu:589602
ECB-GENEPAGE-23084068	ECB-GENE-23084069	LOC100893853	KEGG:spu:100893853
ECB-GENEPAGE-23084175	ECB-GENE-23084176	abcb4	KEGG:spu:756756
ECB-GENEPAGE-23084243	ECB-GENE-23084244	prdm2	KEGG:spu:100893443
ECB-GENEPAGE-23084520	ECB-GENE-23084521	c1orf50	KEGG:spu:581362
ECB-GENEPAGE-23084585	ECB-GENE-23084586	LOC100893509	KEGG:spu:100893509
ECB-GENEPAGE-23084663	ECB-GENE-23084664	LOC100887977	KEGG:spu:100887977
ECB-GENEPAGE-23084853	ECB-GENE-23084854	LOC373517	KEGG:spu:373517
ECB-GENEPAGE-23084861	ECB-GENE-23084862	msp130	KEGG:spu:373282
ECB-GENEPAGE-23085146	ECB-GENE-23085147	LOC579195	KEGG:spu:579195
ECB-GENEPAGE-23085228	ECB-GENE-23085229	LOC105437320	KEGG:spu:105437320
ECB-GENEPAGE-23085269	ECB-GENE-23085270	LOC115918082	KEGG:spu:115918082,KEGG:spu:580109
ECB-GENEPAGE-23085274	ECB-GENE-23085275	chrd	KEGG:spu:580173
ECB-GENEPAGE-23085283	ECB-GENE-23085284	LOC587978	KEGG:spu:587978
ECB-GENEPAGE-23085381	ECB-GENE-23085382	LOC580109	KEGG:spu:115918082,KEGG:spu:580109
ECB-GENEPAGE-23085559	ECB-GENE-23085560	LOC583808	KEGG:spu:583808
ECB-GENEPAGE-23085635	ECB-GENE-23085636	LOC585161	KEGG:spu:585161
ECB-GENEPAGE-23085649	ECB-GENE-23085650	LOC100892409	KEGG:spu:100892409
ECB-GENEPAGE-23085669	ECB-GENE-23085670	nadk	KEGG:spu:584340
ECB-GENEPAGE-23085758	ECB-GENE-23085759	LOC373457	KEGG:spu:373457
ECB-GENEPAGE-23085829	ECB-GENE-23085830	LOC578841	KEGG:spu:578841
ECB-GENEPAGE-23085924	ECB-GENE-23085925	LOC575725	KEGG:spu:575725
ECB-GENEPAGE-23086019	ECB-GENE-23086020	LOC575719	KEGG:spu:575719
ECB-GENEPAGE-23086044	ECB-GENE-23086045	LOC100889596	KEGG:spu:100889596
ECB-GENEPAGE-23086059	ECB-GENE-23086060	LOC105443205	KEGG:spu:105443205
ECB-GENEPAGE-23086422	ECB-GENE-23086423	hdlbp	KEGG:spu:587697
ECB-GENEPAGE-23086428	ECB-GENE-23086429	LOC587724	KEGG:spu:587724
ECB-GENEPAGE-23086472	ECB-GENE-23086473	LOC593971	KEGG:spu:593971
ECB-GENEPAGE-23086487	ECB-GENE-23086488	yeats4	KEGG:spu:587180
ECB-GENEPAGE-23086647	ECB-GENE-23086648	LOC100889428	KEGG:spu:100889428
ECB-GENEPAGE-23086728	ECB-GENE-23086729	LOC583493	KEGG:spu:583493
ECB-GENEPAGE-23086748	ECB-GENE-23086749	LOC100892302	KEGG:spu:100892302
ECB-GENEPAGE-23086889	ECB-GENE-23086890	LOC764064	KEGG:spu:764064
ECB-GENEPAGE-23086952	ECB-GENE-23086953	LOC577413	KEGG:spu:577413
ECB-GENEPAGE-23086966	ECB-GENE-23086967	atp5pb	KEGG:spu:579751
ECB-GENEPAGE-23086988	ECB-GENE-23086989	isg12	KEGG:spu:403119
ECB-GENEPAGE-23086998	ECB-GENE-23086999	SpZ12-1	KEGG:spu:373470
ECB-GENEPAGE-23087040	ECB-GENE-23087041	LOC587414	KEGG:spu:587414
ECB-GENEPAGE-23087095	ECB-GENE-23087096	LOC100892905	KEGG:spu:100892905
ECB-GENEPAGE-23087231	ECB-GENE-23087232	LOC100889696	KEGG:spu:100889696
ECB-GENEPAGE-23087252	ECB-GENE-23087253	endo16	KEGG:spu:373279
ECB-GENEPAGE-23087353	ECB-GENE-23087354	LOC583885	KEGG:spu:583885
ECB-GENEPAGE-23087629	ECB-GENE-23087630	LOC580958	KEGG:spu:580958
ECB-GENEPAGE-23087693	ECB-GENE-23087694	LOC576546	KEGG:spu:576546
ECB-GENEPAGE-23087707	ECB-GENE-23087708	LOC100894012	KEGG:spu:100894012
ECB-GENEPAGE-23087728	ECB-GENE-23087729	LOC100889385	KEGG:spu:100889385
ECB-GENEPAGE-23087857	ECB-GENE-23087858	LOC764407	KEGG:spu:764407
ECB-GENEPAGE-23087880	ECB-GENE-23087881	th	KEGG:spu:581094
ECB-GENEPAGE-23087886	ECB-GENE-23087887	LOC100892335	KEGG:spu:100892335
ECB-GENEPAGE-23087898	ECB-GENE-23087899	sm30f	KEGG:spu:592067
ECB-GENEPAGE-23087904	ECB-GENE-23087905	sm30d	KEGG:spu:591260
ECB-GENEPAGE-23087910	ECB-GENE-23087911	sm30c	KEGG:spu:373441
ECB-GENEPAGE-23087924	ECB-GENE-23087925	sm30b	KEGG:spu:115918134
ECB-GENEPAGE-23087934	ECB-GENE-23087935	sm30a	KEGG:spu:115917938
ECB-GENEPAGE-23087967	ECB-GENE-23087968	LOC582124	KEGG:spu:582124
ECB-GENEPAGE-23088090	ECB-GENE-23088091	LOC752017	KEGG:spu:752017
ECB-GENEPAGE-23088112	ECB-GENE-23088113	LOC105440378	KEGG:spu:105440378
ECB-GENEPAGE-23088285	ECB-GENE-23088286	tollip	KEGG:spu:756664
ECB-GENEPAGE-23088337	ECB-GENE-23088338	nr1h3	KEGG:spu:574588
ECB-GENEPAGE-23088368	ECB-GENE-23088369	LOC105444438	KEGG:spu:105444438
ECB-GENEPAGE-23088419	ECB-GENE-23088420	fjx1	KEGG:spu:100890869
ECB-GENEPAGE-23088425	ECB-GENE-23088426	sm50	KEGG:spu:373464
ECB-GENEPAGE-23088468	ECB-GENE-23088469	sm37	KEGG:spu:373465
ECB-GENEPAGE-23088479	ECB-GENE-23088480	LOC588710	KEGG:spu:588710
ECB-GENEPAGE-23088485	ECB-GENE-23088486	pm27	KEGG:spu:373181
ECB-GENEPAGE-23088508	ECB-GENE-23088509	LOC764918	KEGG:spu:764918
ECB-GENEPAGE-23088527	ECB-GENE-23088528	LOC593498	KEGG:spu:593498
ECB-GENEPAGE-23088549	ECB-GENE-23088550	LOC579369	KEGG:spu:579369
ECB-GENEPAGE-23088557	ECB-GENE-23088558	LOC576015	KEGG:spu:576015
ECB-GENEPAGE-23088576	ECB-GENE-23088577	sm29	KEGG:spu:373515
ECB-GENEPAGE-23088583	ECB-GENE-23088584	LOC576354	KEGG:spu:576354
ECB-GENEPAGE-23088699	ECB-GENE-23088700	LOC579403	KEGG:spu:579403
ECB-GENEPAGE-23088773	ECB-GENE-23088774	LOC594712	KEGG:spu:594712
ECB-GENEPAGE-23088919	ECB-GENE-23088920	LOC591836	KEGG:spu:591836
ECB-GENEPAGE-23088961	ECB-GENE-23088962	LOC593281	KEGG:spu:593281
ECB-GENEPAGE-23089015	ECB-GENE-23089016	ntf5	KEGG:spu:751843
ECB-GENEPAGE-23089045	ECB-GENE-23089046	LOC100893014	KEGG:spu:100893014
ECB-GENEPAGE-23089077	ECB-GENE-23089078	LOC587419	KEGG:spu:587419
ECB-GENEPAGE-23089444	ECB-GENE-23089445	LOC100888037	KEGG:spu:100888037
ECB-GENEPAGE-23089504	ECB-GENE-23089505	LOC373478	KEGG:spu:373478
ECB-GENEPAGE-23089773	ECB-GENE-23089774	LOC105446146	KEGG:spu:105446146
ECB-GENEPAGE-23089950	ECB-GENE-23089951	LOC105437541	KEGG:spu:105437541
ECB-GENEPAGE-23090149	ECB-GENE-23090150	tpc2	KEGG:spu:592190
ECB-GENEPAGE-23090160	ECB-GENE-23090161	LOC373245	KEGG:spu:373245
ECB-GENEPAGE-23090264	ECB-GENE-23090265	LOC577607	KEGG:spu:577607
ECB-GENEPAGE-23090326	ECB-GENE-23090327	LOC756386	KEGG:spu:756386
ECB-GENEPAGE-23090435	ECB-GENE-23090436	tgml	KEGG:spu:592303
ECB-GENEPAGE-23090586	ECB-GENE-23090587	LOC105443357	KEGG:spu:105443357
ECB-GENEPAGE-23090610	ECB-GENE-23090611	LOC100887903	KEGG:spu:100887903
ECB-GENEPAGE-23090628	ECB-GENE-23090629	LOC579613	KEGG:spu:579613
ECB-GENEPAGE-23091081	ECB-GENE-23091082	LOC588418	KEGG:spu:588418
ECB-GENEPAGE-23091142	ECB-GENE-23091143	LOC574910	KEGG:spu:574910
ECB-GENEPAGE-23091244	ECB-GENE-23091245	LOC100893255	KEGG:spu:100893255
ECB-GENEPAGE-23091348	ECB-GENE-23091349	LOC100891684	KEGG:spu:100891684
ECB-GENEPAGE-23091369	ECB-GENE-23091370	LOC589051	KEGG:spu:589051
ECB-GENEPAGE-23091437	ECB-GENE-23091438	LOC373348	KEGG:spu:373348
ECB-GENEPAGE-23091442	ECB-GENE-23091443	LOC373349	KEGG:spu:373349
ECB-GENEPAGE-23091479	ECB-GENE-23091480	LOC105441750	KEGG:spu:105441750
ECB-GENEPAGE-23091816	ECB-GENE-23091817	LOC589871	KEGG:spu:589871
ECB-GENEPAGE-23091824	ECB-GENE-23091825	LOC100894127	KEGG:spu:100894127
ECB-GENEPAGE-23092047	ECB-GENE-23092048	LOC589239	KEGG:spu:589239
ECB-GENEPAGE-23092106	ECB-GENE-23092107	ascl1	KEGG:spu:593387
ECB-GENEPAGE-23092154	ECB-GENE-23092155	LOC100892002	KEGG:spu:100892002
ECB-GENEPAGE-23092305	ECB-GENE-23092306	LOC587451	KEGG:spu:587451
ECB-GENEPAGE-23092384	ECB-GENE-23092385	LOC588387	KEGG:spu:588387
ECB-GENEPAGE-23092712	ECB-GENE-23092713	pkd1l2b	KEGG:spu:373513
ECB-GENEPAGE-23092726	ECB-GENE-23092727	LOC591499	KEGG:spu:591499
ECB-GENEPAGE-23093069	ECB-GENE-23093070	zbtb17l3	KEGG:spu:755906
ECB-GENEPAGE-23093076	ECB-GENE-23093077	znf652bl3	KEGG:spu:100891349
ECB-GENEPAGE-23093148	ECB-GENE-23093149	LOC577138	KEGG:spu:577138
ECB-GENEPAGE-23093335	ECB-GENE-23093336	LOC576563	KEGG:spu:576563
ECB-GENEPAGE-23093403	ECB-GENE-23093404	LOC576446	KEGG:spu:576446
ECB-GENEPAGE-23093607	ECB-GENE-23093608	LOC584124	KEGG:spu:584124
ECB-GENEPAGE-23093816	ECB-GENE-23093817	LOC373211	KEGG:spu:373211
ECB-GENEPAGE-23093828	ECB-GENE-23093829	LOC373433	KEGG:spu:373433
ECB-GENEPAGE-23093995	ECB-GENE-23093996	LOC105440352	KEGG:spu:105440352
ECB-GENEPAGE-23094046	ECB-GENE-23094047	LOC586014	KEGG:spu:586014
ECB-GENEPAGE-23094151	ECB-GENE-23094152	LOC577901	KEGG:spu:577901
ECB-GENEPAGE-23094197	ECB-GENE-23094198	spdef	KEGG:spu:373307
ECB-GENEPAGE-23094247	ECB-GENE-23094248	alx1	KEGG:spu:373521
ECB-GENEPAGE-23094567	ECB-GENE-23094568	sox5	KEGG:spu:373200
ECB-GENEPAGE-23094727	ECB-GENE-23094728	rps16	KEGG:spu:577040
ECB-GENEPAGE-23094756	ECB-GENE-23094757	LOC100890294	KEGG:spu:100890294
ECB-GENEPAGE-23094821	ECB-GENE-23094822	LOC763591	KEGG:spu:763591
ECB-GENEPAGE-23094937	ECB-GENE-23094938	LOC586945	KEGG:spu:586945
ECB-GENEPAGE-23094977	ECB-GENE-23094978	LOC100889654	KEGG:spu:100889654
ECB-GENEPAGE-23094994	ECB-GENE-23094995	LOC579591	KEGG:spu:579591
ECB-GENEPAGE-23095235	ECB-GENE-23095236	LOC100890016	KEGG:spu:100890016
ECB-GENEPAGE-23095551	ECB-GENE-23095552	LOC594151	KEGG:spu:594151
ECB-GENEPAGE-23095728	ECB-GENE-23095729	LOC752471	KEGG:spu:752471
ECB-GENEPAGE-23095739	ECB-GENE-23095740	LOC100890790	KEGG:spu:100890790
ECB-GENEPAGE-23095748	ECB-GENE-23095749	LOC584892	KEGG:spu:584892
ECB-GENEPAGE-23095845	ECB-GENE-23095846	LOC587422	KEGG:spu:587422
ECB-GENEPAGE-23095911	ECB-GENE-23095912	LOC105442455	KEGG:spu:105442455
ECB-GENEPAGE-23095994	ECB-GENE-23095995	LOC591696	KEGG:spu:591696
ECB-GENEPAGE-23096000	ECB-GENE-23096001	LOC591716	KEGG:spu:591716
ECB-GENEPAGE-23096015	ECB-GENE-23096016	LOC584407	KEGG:spu:584407
ECB-GENEPAGE-23096084	ECB-GENE-23096085	LOC577536	KEGG:spu:577536
ECB-GENEPAGE-23096175	ECB-GENE-23096176	NHE	KEGG:spu:754777
ECB-GENEPAGE-23096205	ECB-GENE-23096206	foxml	KEGG:spu:576632
ECB-GENEPAGE-23096310	ECB-GENE-23096311	LOC763464	KEGG:spu:763464
ECB-GENEPAGE-23096448	ECB-GENE-23096449	LOC579076	KEGG:spu:579076
ECB-GENEPAGE-23096594	ECB-GENE-23096595	rngi	KEGG:spu:580088
ECB-GENEPAGE-23096649	ECB-GENE-23096650	LOC592915	KEGG:spu:592915
ECB-GENEPAGE-23096708	ECB-GENE-23096709	LOC752144	KEGG:spu:752144
ECB-GENEPAGE-23096717	ECB-GENE-23096718	LOC589981	KEGG:spu:589981
ECB-GENEPAGE-23096763	ECB-GENE-23096764	LOC100890880	KEGG:spu:100890880
ECB-GENEPAGE-23096925	ECB-GENE-23096926	LOC580134	KEGG:spu:580134
ECB-GENEPAGE-23096968	ECB-GENE-23096969	LOC105444744	KEGG:spu:105444744
ECB-GENEPAGE-23096973	ECB-GENE-23096974	LOC578262	KEGG:spu:578262
ECB-GENEPAGE-23097004	ECB-GENE-23097005	LOC100891486	KEGG:spu:100891486
ECB-GENEPAGE-23097125	ECB-GENE-23097126	LOC100889433	KEGG:spu:100889433
ECB-GENEPAGE-23097539	ECB-GENE-23097540	LOC105439169	KEGG:spu:105439169
ECB-GENEPAGE-23097859	ECB-GENE-23097860	LOC579665	KEGG:spu:579665
ECB-GENEPAGE-23098101	ECB-GENE-23098102	LOC757322	KEGG:spu:757322
ECB-GENEPAGE-23098140	ECB-GENE-23098141	LOC100892230	KEGG:spu:100892230
ECB-GENEPAGE-23098226	ECB-GENE-23098227	LOC100892966	KEGG:spu:100892966
ECB-GENEPAGE-23098230	ECB-GENE-23098231	LOC100893039	KEGG:spu:100893039
ECB-GENEPAGE-23098234	ECB-GENE-23098235	LOC582305	KEGG:spu:582305
ECB-GENEPAGE-23098283	ECB-GENE-23098284	LOC577312	KEGG:spu:577312
ECB-GENEPAGE-23098288	ECB-GENE-23098289	LOC100892228	KEGG:spu:100892228
ECB-GENEPAGE-23098466	ECB-GENE-23098467	LOC577380	KEGG:spu:577380
ECB-GENEPAGE-23098474	ECB-GENE-23098475	LOC100894078	KEGG:spu:100894078
ECB-GENEPAGE-23098718	ECB-GENE-23098719	LOC100888543	KEGG:spu:100888543
ECB-GENEPAGE-23098739	ECB-GENE-23098740	LOC100890177	KEGG:spu:100890177
ECB-GENEPAGE-23098771	ECB-GENE-23098772	LOC578056	KEGG:spu:578056
ECB-GENEPAGE-23098777	ECB-GENE-23098778	LOC577978	KEGG:spu:577978
ECB-GENEPAGE-23098951	ECB-GENE-23098952	Tlr1.2	KEGG:spu:373264
ECB-GENEPAGE-23098977	ECB-GENE-23098978	LOC587532	KEGG:spu:587532
ECB-GENEPAGE-23099030	ECB-GENE-23099031	LOC752431	KEGG:spu:752431
ECB-GENEPAGE-23099060	ECB-GENE-23099061	LOC583684	KEGG:spu:583684
ECB-GENEPAGE-23099130	ECB-GENE-23099131	LOC100891288	KEGG:spu:100891288
ECB-GENEPAGE-23099138	ECB-GENE-23099139	LOC587893	KEGG:spu:587893
ECB-GENEPAGE-23099142	ECB-GENE-23099143	LOC587922	KEGG:spu:587922
ECB-GENEPAGE-23099217	ECB-GENE-23099218	bindin	KEGG:spu:373276
ECB-GENEPAGE-23099379	ECB-GENE-23099380	LOC585404	KEGG:spu:585404
ECB-GENEPAGE-23099397	ECB-GENE-23099398	abcb1	KEGG:spu:591668
ECB-GENEPAGE-23099437	ECB-GENE-23099438	LOC590226	KEGG:spu:590226
ECB-GENEPAGE-23099461	ECB-GENE-23099462	LOC100890434	KEGG:spu:100890434
ECB-GENEPAGE-23099483	ECB-GENE-23099484	LOC583471	KEGG:spu:583471
ECB-GENEPAGE-23099536	ECB-GENE-23099537	LOC548622	KEGG:spu:548622
ECB-GENEPAGE-23099553	ECB-GENE-23099554	LOC115918041	KEGG:spu:115918041,KEGG:spu:593369
ECB-GENEPAGE-23099603	ECB-GENE-23099604	LOC105438943	KEGG:spu:105438943
ECB-GENEPAGE-23099640	ECB-GENE-23099641	LOC592672	KEGG:spu:592672
ECB-GENEPAGE-23099681	ECB-GENE-23099682	LOC593358	KEGG:spu:593358
ECB-GENEPAGE-23099686	ECB-GENE-23099687	LOC593369	KEGG:spu:115918041,KEGG:spu:593369
ECB-GENEPAGE-23099795	ECB-GENE-23099796	rpl27	KEGG:spu:580957
ECB-GENEPAGE-23099813	ECB-GENE-23099814	LOC373178	KEGG:spu:373178
ECB-GENEPAGE-23099836	ECB-GENE-23099837	tmem98	KEGG:spu:585453
ECB-GENEPAGE-23099909	ECB-GENE-23099910	LOC105439596	KEGG:spu:105439596
ECB-GENEPAGE-23099944	ECB-GENE-23099945	MTa	KEGG:spu:373380
ECB-GENEPAGE-23100138	ECB-GENE-23100139	LOC755162	KEGG:spu:755162
ECB-GENEPAGE-23100254	ECB-GENE-23100255	pdia4	KEGG:spu:586525
ECB-GENEPAGE-23100298	ECB-GENE-23100299	LOC590113	KEGG:spu:590113
ECB-GENEPAGE-23100302	ECB-GENE-23100303	pkd1l1	KEGG:spu:575363
ECB-GENEPAGE-23100367	ECB-GENE-23100368	LOC581859	KEGG:spu:581859
ECB-GENEPAGE-23100513	ECB-GENE-23100514	LOC753325	KEGG:spu:753325
ECB-GENEPAGE-23100618	ECB-GENE-23100619	LOC763970	KEGG:spu:763970
ECB-GENEPAGE-23100665	ECB-GENE-23100666	ccdc173	KEGG:spu:582259
ECB-GENEPAGE-23100752	ECB-GENE-23100753	bbs5	KEGG:spu:579775
ECB-GENEPAGE-23100788	ECB-GENE-23100789	LOC586192	KEGG:spu:586192
ECB-GENEPAGE-23100837	ECB-GENE-23100838	eef1b2	KEGG:spu:574071
ECB-GENEPAGE-23100855	ECB-GENE-23100856	LOC100888604	KEGG:spu:100888604
ECB-GENEPAGE-23101132	ECB-GENE-23101133	LOC581053	KEGG:spu:581053
ECB-GENEPAGE-23101171	ECB-GENE-23101172	LOC578298	KEGG:spu:578298
ECB-GENEPAGE-23101189	ECB-GENE-23101190	LOC100892818	KEGG:spu:100892818
ECB-GENEPAGE-23101245	ECB-GENE-23101246	dkk3l	KEGG:spu:583414
ECB-GENEPAGE-23101250	ECB-GENE-23101251	LOC583374	KEGG:spu:583374
ECB-GENEPAGE-23101256	ECB-GENE-23101257	LOC583351	KEGG:spu:583351
ECB-GENEPAGE-23101265	ECB-GENE-23101266	LOC583337	KEGG:spu:583337
ECB-GENEPAGE-23101274	ECB-GENE-23101275	LOC105440800	KEGG:spu:105440800
ECB-GENEPAGE-23101292	ECB-GENE-23101293	LOC578016	KEGG:spu:578016
ECB-GENEPAGE-23101350	ECB-GENE-23101351	LOC577126	KEGG:spu:577126
ECB-GENEPAGE-23101370	ECB-GENE-23101371	LOC577010	KEGG:spu:577010
ECB-GENEPAGE-23101412	ECB-GENE-23101413	LOC100888953	KEGG:spu:100888953
ECB-GENEPAGE-23101529	ECB-GENE-23101530	LOC586151	KEGG:spu:586151
ECB-GENEPAGE-23101771	ECB-GENE-23101772	LOC100889244	KEGG:spu:100889244
ECB-GENEPAGE-23101835	ECB-GENE-23101836	LOC588210	KEGG:spu:588210
ECB-GENEPAGE-23101847	ECB-GENE-23101848	LOC100889426	KEGG:spu:100889426
ECB-GENEPAGE-23101906	ECB-GENE-23101907	LOC100892102	KEGG:spu:100892102
ECB-GENEPAGE-23101933	ECB-GENE-23101934	LOC575347	KEGG:spu:575347
ECB-GENEPAGE-23101957	ECB-GENE-23101958	LOC373364	KEGG:spu:373364
ECB-GENEPAGE-23101972	ECB-GENE-23101973	LOC592500	KEGG:spu:592500
ECB-GENEPAGE-23102033	ECB-GENE-23102034	LOC576417	KEGG:spu:576417
ECB-GENEPAGE-23102076	ECB-GENE-23102077	LOC100889243	KEGG:spu:100889243
ECB-GENEPAGE-23102177	ECB-GENE-23102178	LOC574612	KEGG:spu:574612
ECB-GENEPAGE-23102183	ECB-GENE-23102184	LOC100889317	KEGG:spu:100889317
ECB-GENEPAGE-23102188	ECB-GENE-23102189	LOC574674	KEGG:spu:574674
ECB-GENEPAGE-23102221	ECB-GENE-23102222	LOC574866	KEGG:spu:574866
ECB-GENEPAGE-23102326	ECB-GENE-23102327	LOC373243	KEGG:spu:373243
ECB-GENEPAGE-23102353	ECB-GENE-23102354	LOC100890901	KEGG:spu:100890901
ECB-GENEPAGE-23102403	ECB-GENE-23102404	LOC589295	KEGG:spu:589295
ECB-GENEPAGE-23102428	ECB-GENE-23102429	LOC105439273	KEGG:spu:105439273
ECB-GENEPAGE-23102450	ECB-GENE-23102451	hcn2l	KEGG:spu:593273
ECB-GENEPAGE-23102564	ECB-GENE-23102565	LOC584105	KEGG:spu:584105
ECB-GENEPAGE-23102615	ECB-GENE-23102616	LOC583222	KEGG:spu:583222
ECB-GENEPAGE-23102723	ECB-GENE-23102724	LOC587349	KEGG:spu:587349
ECB-GENEPAGE-23102869	ECB-GENE-23102870	LOC100889962	KEGG:spu:100889962
ECB-GENEPAGE-23102924	ECB-GENE-23102925	LOC755815	KEGG:spu:755815
ECB-GENEPAGE-23103035	ECB-GENE-23103036	LOC752213	KEGG:spu:752213
ECB-GENEPAGE-23103040	ECB-GENE-23103041	LOC100888506	KEGG:spu:100888506
ECB-GENEPAGE-23103076	ECB-GENE-23103077	pym1	KEGG:spu:590610
ECB-GENEPAGE-23103122	ECB-GENE-23103123	LOC755261	KEGG:spu:755261
ECB-GENEPAGE-23103128	ECB-GENE-23103129	LOC581998	KEGG:spu:581998
ECB-GENEPAGE-23103171	ECB-GENE-23103172	LOC583588	KEGG:spu:583588
ECB-GENEPAGE-23103177	ECB-GENE-23103178	LOC593818	KEGG:spu:593818
ECB-GENEPAGE-23103256	ECB-GENE-23103257	LOC581421	KEGG:spu:581421
ECB-GENEPAGE-23103285	ECB-GENE-23103286	LOC100893491	KEGG:spu:100893491
ECB-GENEPAGE-23103300	ECB-GENE-23103301	LOC100891056	KEGG:spu:100891056
ECB-GENEPAGE-23103320	ECB-GENE-23103321	LOC589679	KEGG:spu:589679
ECB-GENEPAGE-23103335	ECB-GENE-23103336	LOC591498	KEGG:spu:591498
ECB-GENEPAGE-23103349	ECB-GENE-23103350	LOC373206	KEGG:spu:373206
ECB-GENEPAGE-23103459	ECB-GENE-23103460	LOC586138	KEGG:spu:586138
ECB-GENEPAGE-23103534	ECB-GENE-23103535	LOC373238	KEGG:spu:373238
ECB-GENEPAGE-23103664	ECB-GENE-23103665	LOC581727	KEGG:spu:581727
ECB-GENEPAGE-23103698	ECB-GENE-23103699	LOC105439058	KEGG:spu:105439058
ECB-GENEPAGE-23103742	ECB-GENE-23103743	LOC105436779	KEGG:spu:105436779
ECB-GENEPAGE-23103866	ECB-GENE-23103867	dcaf13	KEGG:spu:589486
ECB-GENEPAGE-23103886	ECB-GENE-23103887	LOC582813	KEGG:spu:582813
ECB-GENEPAGE-23104055	ECB-GENE-23104056	LOC579557	KEGG:spu:579557
ECB-GENEPAGE-23104066	ECB-GENE-23104067	LOC592825	KEGG:spu:592825
ECB-GENEPAGE-23104232	ECB-GENE-23104233	LOC100126188	KEGG:spu:100126188
ECB-GENEPAGE-23104236	ECB-GENE-23104237	LOC763375	KEGG:spu:763375
ECB-GENEPAGE-23104334	ECB-GENE-23104335	LOC592626	KEGG:spu:592626
ECB-GENEPAGE-23104488	ECB-GENE-23104489	LOC578858	KEGG:spu:578858
ECB-GENEPAGE-23104626	ECB-GENE-23104627	LOC592467	KEGG:spu:592467
ECB-GENEPAGE-23104775	ECB-GENE-23104776	LOC575340	KEGG:spu:575340
ECB-GENEPAGE-23104786	ECB-GENE-23104787	lhx1	KEGG:spu:373522
ECB-GENEPAGE-23104829	ECB-GENE-23104830	pmar1	KEGG:spu:373266
ECB-GENEPAGE-23104838	ECB-GENE-23104839	LOC753166	KEGG:spu:753166
ECB-GENEPAGE-23104843	ECB-GENE-23104844	LOC576540	KEGG:spu:576540
ECB-GENEPAGE-23104888	ECB-GENE-23104889	LOC754020	KEGG:spu:754020
ECB-GENEPAGE-23104896	ECB-GENE-23104897	LOC593241	KEGG:spu:593241
ECB-GENEPAGE-23104935	ECB-GENE-23104936	LOC591510	KEGG:spu:591510
ECB-GENEPAGE-23104950	ECB-GENE-23104951	LOC100892718	KEGG:spu:100892718
ECB-GENEPAGE-23105056	ECB-GENE-23105057	LOC100891945	KEGG:spu:100891945
ECB-GENEPAGE-23105075	ECB-GENE-23105076	LOC756125	KEGG:spu:756125
ECB-GENEPAGE-23105162	ECB-GENE-23105163	LOC586491	KEGG:spu:586491
ECB-GENEPAGE-23105196	ECB-GENE-23105197	LOC115918007	KEGG:spu:115918007
ECB-GENEPAGE-23105246	ECB-GENE-23105247	LOC584599	KEGG:spu:584599
ECB-GENEPAGE-23105274	ECB-GENE-23105275	pisd	KEGG:spu:593856
ECB-GENEPAGE-23105319	ECB-GENE-23105320	LOC755985	KEGG:spu:755985
ECB-GENEPAGE-23105334	ECB-GENE-23105335	abhd15	KEGG:spu:100892867
ECB-GENEPAGE-23105339	ECB-GENE-23105340	LOC100892937	KEGG:spu:100892937
ECB-GENEPAGE-23105345	ECB-GENE-23105346	LOC100893010	KEGG:spu:100893010
ECB-GENEPAGE-23105430	ECB-GENE-23105431	LOC580146	KEGG:spu:580146
ECB-GENEPAGE-23105455	ECB-GENE-23105456	LOC100893775	KEGG:spu:100893775
ECB-GENEPAGE-23105489	ECB-GENE-23105490	LOC100889979	KEGG:spu:100889979
ECB-GENEPAGE-23105641	ECB-GENE-23105642	mnt	KEGG:spu:100889261
ECB-GENEPAGE-23105679	ECB-GENE-23105680	LOC579222	KEGG:spu:579222
ECB-GENEPAGE-23105830	ECB-GENE-23105831	LOC584662	KEGG:spu:584662
ECB-GENEPAGE-23105932	ECB-GENE-23105933	nif3l1	KEGG:spu:589089
ECB-GENEPAGE-23105938	ECB-GENE-23105939	sirt4	KEGG:spu:589067
ECB-GENEPAGE-23106022	ECB-GENE-23106023	MMP16	KEGG:spu:577070
ECB-GENEPAGE-23106030	ECB-GENE-23106031	LOC577128	KEGG:spu:577128
ECB-GENEPAGE-23106071	ECB-GENE-23106072	LOC762599	KEGG:spu:762599
